company_name,year_founded,company_age,industry,sector,business_category,headquarters_city,ownership,_source_table
Zuora,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Software Products'"", ""'Software and IT Infrastructure']""]",['California'],,valueToday_dataset
Stewart Information Services Corporation,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Texas'],,valueToday_dataset
Gibraltar Industries,,[],,,"[""['Industries'"", ""'Mining'"", ""'Iron and Steel'"", ""'Metals'"", ""'Capital Goods'"", ""'Building Products and Equipment']""]",['New York'],,valueToday_dataset
Anritsu Corporation,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Capital Goods'"", ""'Industry Machinery']""]",[],,valueToday_dataset
The Spar Group Ltd,,[],,,"[""['Consumer Defensive'"", ""'Food Chains / Distributor']""]",[],,valueToday_dataset
Net One Systems,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Network Hardware and Software'"", ""'Networking Products / Solutions']""]",[],,valueToday_dataset
Biocryst Pharmaceuticals,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products'"", ""'Biotechnology'"", ""'Technology']""]",['North Carolina'],,valueToday_dataset
Inner Mongolia Xingye Mining,,[],,,"[""['Basic Materials'"", ""'Mining']""]",[],,valueToday_dataset
China Sports Industry Group,,[],,,['Real Estate'],[],,valueToday_dataset
Vaisala Oyj,,[],,,"[""['Technology'"", ""'Technology Hardware and Instruments']""]",[],,valueToday_dataset
Zhejiang Conba Pharmaceutical,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products']""]",[],,valueToday_dataset
Skywest,,[],,,"[""['Industries'"", ""'Airlines'"", ""'Aviation']""]",['Utah'],,valueToday_dataset
Dcm Shriram,,[],,,"[""['Basic Materials'"", ""'Chemicals'"", ""'Conglomerate'"", ""'FMCG'"", ""'Construction Materials'"", ""'Fertilizers'"", ""'Plastics / Plastic Products'"", ""'Sugar'"", ""'Agriculture Products'"", ""'Home Furnishing']""]",[],,valueToday_dataset
Norwegian Finans Holding Asa,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Hebei Sitong New Metal Material Co. Ltd,,[],,,"[""['Basic Materials'"", ""'Aluminum']""]",[],,valueToday_dataset
Thai President Foods Public Company,,[],,,"[""['Consumer Defensive'"", ""'FMCG'"", ""'Package Foods'"", ""'Food Products']""]",[],,valueToday_dataset
Shaanxi International Trust,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",[],,valueToday_dataset
Chongqing Gas Group Corporation,,[],,,"[""['Utilities'"", ""'Gas Utilities']""]",[],,valueToday_dataset
Impax Environmental Markets,,[],,,['Asset Management'],[],,valueToday_dataset
Yantai Tayho Advanced Materials,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Schweiter Technologies Ag,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
"Henan Huanghe Whirlwind Co., Ltd.",,[],,,"[""['Basic Materials'"", ""'Mining']""]",[],,valueToday_dataset
Gamma Communications,,[],,,"[""['Communication Services'"", ""'Technology'"", ""'Telecom']""]",[],,valueToday_dataset
"Magnite, Inc.",,[],,,"[""['Communication Services'"", ""'Advertising']""]",[],,valueToday_dataset
"Excelerate Energy, Inc.",,[],,,"[""['Utilities'"", ""'Renewable Energy'"", ""'Gas Utilities']""]",[],,valueToday_dataset
Stitch Fix,,[],,,"[""['Consumer Cyclical'"", ""'Consumer Services'"", ""'Retail'"", ""'Fashion and Luxury Goods'"", ""'Apparels and Accessories']""]",['California'],,valueToday_dataset
Kape Technologies,,[],,,"[""['Technology'"", ""'Software and IT Infrastructure']""]",[],,valueToday_dataset
Shanghai Jin Jiang Capital Company,,[],,,"[""['Consumer Cyclical'"", ""'Hotels'"", ""'Travel and Transport']""]",[],,valueToday_dataset
Xinhua Winshare Publishing And Media,,[],,,"[""['Communication Services'"", ""'Publishing']""]",[],,valueToday_dataset
Veritex Holdings,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Texas'],,valueToday_dataset
Shandong Publishing&media,,[],,,"[""['Communication Services'"", ""'Publishing']""]",[],,valueToday_dataset
3sbio,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
Shenzhen Kingdom Sci-tech,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Anji Microelectronics Technology (shanghai),,[],,,"[""['Technology'"", ""'Electronics'"", ""'Semiconductors']""]",[],,valueToday_dataset
Zhejiang Hisoar Pharmaceutical,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products']""]",[],,valueToday_dataset
Hipgnosis Songs Fund Limited,,[],,,"[""['Asset Management'"", ""'Investments']""]",[],,valueToday_dataset
Shenma Industrial,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
"Chengdu Wintrue Holding Co., Ltd.",,[],,,"[""['Basic Materials'"", ""'Agriculture Related']""]",[],,valueToday_dataset
Stella-jones,,[],,,"[""['Basic Materials'"", ""'Forest Products'"", ""'Wood Products']""]",[],,valueToday_dataset
Lotte Shopping,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Super Markets']""]",[],,valueToday_dataset
Takara Holdings,,[],,,"[""['Consumer Defensive'"", ""'Alcoholic Beverages'"", ""'Beverages']""]",[],,valueToday_dataset
Taichung Commercial Bank,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Caredx,,[],,,"[""['Healthcare'"", ""'HealthCare Products'"", ""'Health Care Diagnostics']""]",['California'],,valueToday_dataset
Banco Pan,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Chindata,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Data Centers'"", ""'Software and IT Infrastructure']""]",['Beijing'],,valueToday_dataset
Fiskars Oyj Abp,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Construction Materials'"", ""'Home Improvement']""]",[],,valueToday_dataset
Banco Inter,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Patterson-uti Energy,,[],,,"[""['Energy'"", ""'Oil and Gas']""]",['Texas'],,valueToday_dataset
Ourpalm,,[],,,"[""['Communication Services'"", ""'Gaming']""]",[],,valueToday_dataset
Yinyi,,[],,,['Real Estate'],[],,valueToday_dataset
Viva Energy Reit,,[],,,['Real Estate'],[],,valueToday_dataset
Golden Solar New Energy Technology Holdings Limited,,[],,,"[""['Consumer Cyclical'"", ""'Footwear']""]",[],,valueToday_dataset
Paradox Interactive Ab (publ),,[],,,"[""['Communication Services'"", ""'Gaming']""]",[],,valueToday_dataset
Shanghai Hanbell Precise Machinery,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Ningbo Huaxiang Electronic,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Automobile Parts']""]",[],,valueToday_dataset
Yfy,,[],,,"[""['Basic Materials'"", ""'Paper and Pulp']""]",[],,valueToday_dataset
Evolent Health,,[],,,"[""['Healthcare'"", ""'Consumer Services'"", ""'Healthcare Technology and Information']""]",['Virginia'],,valueToday_dataset
Sao Martinho,,[],,,"[""['Consumer Defensive'"", ""'Chocolate & Confectionery']""]",[],,valueToday_dataset
Tiger Brands,,[],,,"[""['Consumer Defensive'"", ""'Food Products'"", ""'FMCG'"", ""'Package Foods']""]",[],,valueToday_dataset
Kobe Steel,,[],,,"[""['Basic Materials'"", ""'Iron and Steel'"", ""'Metals']""]",[],,valueToday_dataset
Zhejiang Sanmei Chemical Industry,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Air Transport Services Group,,[],,,"[""['Industries'"", ""'Freight Transport'"", ""'Rent / Lease Services'"", ""'Aviation'"", ""'Transportation'"", ""'Logistics']""]",['Ohio'],,valueToday_dataset
Electrolux Professional Ab (publ),,[],,,"[""['Consumer Cyclical'"", ""'Home Furnishing']""]",[],,valueToday_dataset
S-1 Corporation,,[],,,"[""['Industries'"", ""'Security Systems and Solutions']""]",[],,valueToday_dataset
Aj Bell,,[],,,"[""['Financial Services'"", ""'Stock Markets"", 'Trading', ""Capital Markets']""]",[],,valueToday_dataset
Gree Real Estate,,[],,,['Real Estate'],[],,valueToday_dataset
Gvs S.p.a.,,[],,,['Industries'],[],,valueToday_dataset
Doosan Solus,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Capital Goods']""]",[],,valueToday_dataset
Yantai Zhenghai Magnetic Material,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Capital Goods']""]",[],,valueToday_dataset
Monmouth Real Estate Investment Corporation,,[],,,"[""['Real Estate'"", ""'Consumer Services'"", ""'Property Investments']""]",['New Jersey'],,valueToday_dataset
Esker Sa,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Shinsegae,,[],,,"[""['Consumer Cyclical'"", ""'Retail']""]",[],,valueToday_dataset
Tanger Factory Outlet Centers,,[],,,"[""['Real Estate'"", ""'Consumer Services'"", ""'Retail'"", ""'Property Investments'"", ""'Commercial Properties']""]",['North Carolina'],,valueToday_dataset
Argo Group International Holdings,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Hamilton'],,valueToday_dataset
Yantai Dongcheng Pharmaceutical Group,,[],,,"[""['Basic Materials'"", ""'Pharmaceutical'"", ""'HealthCare Products'"", ""'Chemicals']""]",[],,valueToday_dataset
Nmi Holdings,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['California'],,valueToday_dataset
Fuyo General Lease,,[],,,"[""['Industries'"", ""'Rent / Lease Services']""]",[],,valueToday_dataset
Huafa Industrial.zhuhai,,[],,,['Real Estate'],[],,valueToday_dataset
Zug Estates Holding Ag,,[],,,['Real Estate'],[],,valueToday_dataset
Sonic Automotive,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Automobile Parts'"", ""'Consumer Durables'"", ""'Automobile Dealers']""]",['North Carolina'],,valueToday_dataset
Cinemark Holdings,,[],,,"[""['Communication Services'"", ""'Consumer Services'"", ""'Entertainment']""]",['Texas'],,valueToday_dataset
Great Western Bancorp,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['South Dakota'],,valueToday_dataset
Whitehaven Coal,,[],,,"[""['Energy'"", ""'Mining'"", ""'Coal Mining']""]",[],,valueToday_dataset
Mfa Financial,,[],,,"[""['Real Estate'"", ""'Consumer Services'"", ""'Property Investments']""]",['New York'],,valueToday_dataset
Wacker Neuson Se,,[],,,"[""['Industries'"", ""'Heavy Machinery']""]",[],,valueToday_dataset
Fortune Real Estate Investment Trust,,[],,,"[""['Real Estate'"", ""'Retail'"", ""'Property Investments'"", ""'Commercial Properties']""]",[],,valueToday_dataset
First National Financial Corporation,,[],,,['Financial Services'],['Toronto'],,valueToday_dataset
Workspace Group,,[],,,"[""['Real Estate'"", ""'Property Investments'"", ""'Commercial Properties']""]",[],,valueToday_dataset
O-i Glass,,[],,,"[""['Consumer Cyclical'"", ""'Packaging']""]",['Ohio'],,valueToday_dataset
Stride Stapled Group,,[],,,['Real Estate'],[],,valueToday_dataset
"Allbirds, Inc.",,[],,,[],[],,valueToday_dataset
Zhongshan Public Utilities Group,,[],,,"[""['Utilities'"", ""'Water Utilities']""]",[],,valueToday_dataset
Veidekke Asa,,[],,,"[""['Industries'"", ""'Construction']""]",[],,valueToday_dataset
Zhejiang Huace Film & Tv,,[],,,"[""['Communication Services'"", ""'Entertainment']""]",[],,valueToday_dataset
Waddell & Reed Financial,,[],,,"[""['Financial Services'"", ""'Investments'"", ""'Asset Management']""]",['Kansas'],,valueToday_dataset
Link Administration Holdings,,[],,,"[""['Financial Services'"", ""'Software and IT'"", ""'Technology'"", ""'Software Products']""]",[],,valueToday_dataset
Tibet Rhodiola Pharmaceutical Holding,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products']""]",[],,valueToday_dataset
Visionox Technology,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Capital Goods']""]",[],,valueToday_dataset
Flsmidth & Co. A/s,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Sensirion Holding Ag,,[],,,"[""['Technology'"", ""'Technology Hardware and Instruments'"", ""'Sensors']""]",[],,valueToday_dataset
Harbin Hatou Investment,,[],,,"[""['Utilities'"", ""'Electric Utilities']""]",[],,valueToday_dataset
Np3 Fastigheter Ab (publ),,[],,,['Real Estate'],[],,valueToday_dataset
Chung Hung Steel Corporation,,[],,,"[""['Basic Materials'"", ""'Iron and Steel'"", ""'Metals'"", ""'Mining']""]",[],,valueToday_dataset
Loomis Ab (publ),,[],,,"[""['Industries'"", ""'Business Services'"", ""'Security Systems and Solutions']""]",[],,valueToday_dataset
Cheesecake Factory,,[],,,"[""['Consumer Cyclical'"", ""'Restaurants'"", ""'Consumer Services']""]",['California'],,valueToday_dataset
Information Services International-dentsu,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Cardlytics,,[],,,"[""['Communication Services'"", ""'Software and IT'"", ""'Technology'"", ""'Software Products'"", ""'Internet or Mobile App Based Business'"", ""'Advertising']""]",['Georgia'],,valueToday_dataset
Prothena Corporation,,[],,,"[""['Healthcare'"", ""'HealthCare Products'"", ""'Biotechnology']""]",['Dublin'],,valueToday_dataset
Udemy,,[],,,"[""['Education'"", ""'Training Services'"", ""'Internet or Mobile App Based Business']""]",[],,valueToday_dataset
Delixi Xinjiang Transportation,,[],,,"[""['Industries'"", ""'Railway'"", ""'Transportation']""]",[],,valueToday_dataset
Shanghai Phichem Material,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
China Youran Dairy Group Limited,,[],,,"[""['Consumer Defensive'"", ""'Farming / Seeds / Milling']""]",[],,valueToday_dataset
Izumi,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Real Estate']""]",[],,valueToday_dataset
"Shandong Jinjing Science And Technology Stock Co., Ltd.",,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Bgf Retail,,[],,,"[""['Consumer Defensive'"", ""'Retail'"", ""'Convenience Stores']""]",[],,valueToday_dataset
Luolai Lifestyle Technology,,[],,,"[""['Consumer Cyclical'"", ""'Textile']""]",[],,valueToday_dataset
Sonoscape Medical,,[],,,"[""['Healthcare'"", ""'Medical Equipment']""]",[],,valueToday_dataset
Sally Beauty Holdings,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Beauty and Personal Care'"", ""'Consumer Services']""]",['Texas'],,valueToday_dataset
Jumbo,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'eCommerce'"", ""'Internet or Mobile App Based Business'"", ""'Super Markets']""]",[],,valueToday_dataset
Ipsos Sa,,[],,,"[""['Communication Services'"", ""'Advertising'"", ""'Market Research']""]",[],,valueToday_dataset
Suplet Power,,[],,,"[""['Industries'"", ""'Power Equipment'"", ""'Electrical Products']""]",[],,valueToday_dataset
Guangdong Dowstone Technology,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Nkt A/s,,[],,,"[""['Industries'"", ""'Electrical Products'"", ""'Cables and Wires']""]",[],,valueToday_dataset
Energix - Renewable Energies Ltd,,[],,,"[""['Utilities'"", ""'Electric Utilities'"", ""'Renewable Energy']""]",[],,valueToday_dataset
Kar Auction Services,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Automobile Parts'"", ""'Consumer Durables'"", ""'Retail']""]",['Oklahoma'],,valueToday_dataset
Guangdong Marubi Biotechnology,,[],,,"[""['Consumer Defensive'"", ""'Cosmetics'"", ""'Beauty and Personal Care'"", ""'Personal Care Products'"", ""'FMCG']""]",[],,valueToday_dataset
Teekay Lng Partners L.p. Pfd Unit Ser A,,[],,,"[""['Energy'"", ""'Oil and Gas']""]",[],,valueToday_dataset
Edp - Energias Do Brasil,,[],,,"[""['Utilities'"", ""'Electric Utilities'"", ""'Renewable Energy']""]",[],,valueToday_dataset
K-fast Holding Ab (publ),,[],,,"[""['Real Estate'"", ""'Construction'"", ""'Rent / Lease Services']""]",[],,valueToday_dataset
Jiangling Motors Corporation,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Cars']""]",[],,valueToday_dataset
Golden Ocean Group,,[],,,"[""['Industries'"", ""'Transportation'"", ""'Consumer Services'"", ""'Marine Transportation'"", ""'Shipping']""]",[],,valueToday_dataset
Sph Reit,,[],,,"[""['Real Estate'"", ""'Retail'"", ""'Property Investments'"", ""'Commercial Properties']""]",[],,valueToday_dataset
Cardtronics,,[],,,"[""['Industries'"", ""'Technology Hardware and Instruments'"", ""'Financial Services'"", ""'Business Services']""]",['Texas'],,valueToday_dataset
Zhejiang Southeast Space Frame,,[],,,"[""['Industries'"", ""'Construction'"", ""'Metal Fabrication Products'"", ""'Iron and Steel']""]",[],,valueToday_dataset
Pt Jasa Marga (persero) Tbk,,[],,,"[""['Industries'"", ""'Construction']""]",[],,valueToday_dataset
Keppel Infrastructure Trust,,[],,,"[""['Utilities'"", ""'Infrastructure'"", ""'Gas Utilities']""]",[],,valueToday_dataset
Equitable Group,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Sanne Group,,[],,,['Asset Management'],[],,valueToday_dataset
Lancy,,[],,,"[""['Consumer Cyclical'"", ""'Apparels and Accessories']""]",[],,valueToday_dataset
Park24,,[],,,"[""['Real Estate'"", ""'Rent / Lease Services'"", ""'Industries'"", ""'Business Services']""]",[],,valueToday_dataset
Bangkok Commercial Asset Management Company,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",[],,valueToday_dataset
Eagle Bancorp,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Maryland'],,valueToday_dataset
Agile Group Holdings,,[],,,"[""['Real Estate'"", ""'Construction'"", ""'Property Investments'"", ""'Commercial Properties']""]",['Guangzhou'],,valueToday_dataset
Sandfire Resources Nl,,[],,,"[""['Basic Materials'"", ""'Copper Mining']""]",[],,valueToday_dataset
Intertrust,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",[],,valueToday_dataset
Itau Corpbanca,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Cvr Energy,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Oil Refining'"", ""'Fertilizers'"", ""'Chemicals']""]",['Texas'],,valueToday_dataset
Suzhou Tfc Optical Communication,,[],,,"[""['Technology'"", ""'Communications Equipment']""]",[],,valueToday_dataset
Zhejiang Xianju Pharmaceutical,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products']""]",[],,valueToday_dataset
"Shenzhen United Winners Laser Co., Ltd.",,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Provident Financial Services,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['New Jersey'],,valueToday_dataset
Sk Chemicals,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Taiwan Familymart,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Convenience Stores']""]",[],,valueToday_dataset
Barco Nv,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Capital Goods']""]",[],,valueToday_dataset
Jpmorgan Emerging Markets Investment Trust,,[],,,['Asset Management'],[],,valueToday_dataset
Atea Asa,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Winall Hi-tech Seed,,[],,,"[""['Consumer Defensive'"", ""'Farming / Seeds / Milling'"", ""'Agriculture Related'"", ""'Scientific Research Products']""]",[],,valueToday_dataset
Hudson,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Consumer Services']""]",['New Jersey'],,valueToday_dataset
