company_name_left,industry_left,headquarters_city_left,company_name_right,industry_right,headquarters_city_right,label
asahi kasei corp,chemicals,,asahi kasei,['chemicals'],,0
isuzu motors ltd,automotive,,isuzu motors,automobile,,0
the hartford financial services group inc,financial services,,the hartford,"['financial services', 'insurance']",,0
cummins inc,industrial goods and machinery,,cummins generator technologies,industrial machinery,,0
mapfre sa,financial services,,mapfre,financials,,0
mapfre sa,financial services,,mapfre,"['financial services', 'insurance']",,0
sumitomo chemical co ltd,chemicals,,sumitomo chemical,chemicals,,0
komatsu ltd,industrial goods and machinery,,komatsu,industrial machinery,,0
macy's inc,retailing,,macy's,['retail'],,0
dollar tree inc,retailing,,dollar tree,['retail'],,0
hindalco industries ltd,metals and mining,,hindalco industries,metals & mining,,0
lennar corp,construction,,lennar,['construction'],,0
bank of japan,financial services,,bank of ireland group plc,financial services,,0
gilead sciences inc,pharmaceuticals and healthcare,,gilead sciences,"['pharmaceuticals', 'biotech']",,0
air liquide sa,chemicals,,air liquide,chemicals,,0
eli lilly and co,pharmaceuticals and healthcare,,eli lilly,"['pharmaceuticals', 'biotech']",,0
visa inc,financial services,,visa,"['financial services', 'dow jones']",,0
sun life financial inc,financial services,,sun life financial careers,financial services,toronto,0
x5 retail group nv,retailing,,x5 retail group careers,retail,moscow,0
linde plc,chemicals,,linde india,chemicals / agri inputs,,0
hannover ruck se,financial services,,hannover re,financials,,0
takeda pharmaceutical co ltd,pharmaceuticals and healthcare,,takeda pharmaceutical,"['pharmaceuticals', 'biotech']",,0
ing group nv,financial services,,ing group careers,financial services,amsterdam,0
dollar general corp,retailing,,dollar general,['retail'],,0
mitsubishi heavy industries ltd,industrial goods and machinery,,mitsubishi heavy industries,industrial machinery,,0
metro ag,retailing,,metro,retail,,0
british american tobacco plc,consumer packaged goods,,british american tobacco careers,consumer goods,london,0
magna international inc,automotive,,magna international,['automotive suppliers'],,0
casino guichard-perrachon sa,retailing,,casino guichard-perrachon,['retail'],,0
lg chem ltd,chemicals,,lg chem,['chemicals'],,0
yankuang group,metals and mining,,yankuang energy group co ltd,metals and mining,,0
deutsche bank ag,financial services,,deutsche bank,financials,,0
anglo american plc,metals and mining,,anglo american platinum ltd,metals and mining,,0
american express co,financial services,,american express,financial services,,0
bristol-myers squibb co,pharmaceuticals and healthcare,,bristol-myers squibb,"['pharmaceuticals', 'biotech']",,0
gsk plc,pharmaceuticals and healthcare,,gsk pharmaceuticals,pharma,,0
orange sa,technology and communications,,orange s.a.,telecommunications,,0
talanx ag,financial services,,talanx,financials,,0
talanx ag,financial services,,talanx,"['financial services', 'insurance']",,0
bayer ag,pharmaceuticals and healthcare,,bayer,"['pharmaceuticals', 'chemicals', 'dax', 'biotech']",,0
novartis ag,pharmaceuticals and healthcare,,novartis,pharma,,0
novartis ag,pharmaceuticals and healthcare,,novartis,"['pharmaceuticals', 'biotech']",,0
anheuser-busch inbev nv/sa,consumer packaged goods,,anheuser-busch inbev,consumer goods,,0
societe generale sa,financial services,,societe generale,financial services,,0
aegon nv,financial services,,aegon n.v.,financials,,0
audi ag,automotive,,audi,automobile,,0
audi ag,automotive,,audi,car/automobile,,0
alimentation couche-tard inc,retailing,,alimentation couche-tard,['retail'],,0
stonex group inc,financial services,,stonex group,['financial services'],,0
energy transfer lp,energy and utilities,,energy tecno,energy,,0
toyota tsusho corp,metals and mining,,toyota tsusho,metals & mining,,0
brookfield corp,financial services,,brookfield business partners lp,financial services,,0
pfizer inc,pharmaceuticals and healthcare,,pfizer healthcare india pvt lit,pharma,,0
siemens ag,power,,siemens,power,,0
carrefour sa,retailing,,carrefour,retail,,0
basf se,chemicals,,basf india,['chemicals'],,0
lowe's companies inc,retailing,,lowe's companies,['retail'],,0
nestle sa,consumer packaged goods,,nestle india ltd,consumer packaged goods,,0
hyundai motor co,automotive,,hyundai motor careers,automotive,seoul,0
bank of america corp,financial services,,bank of america careers,financial services,charlotte,0
assicurazioni generali spa,financial services,,assicurazioni generali,financials,,0
deutsche telekom ag,technology and communications,,deutsche telekom,telecommunications,,0
china railway group ltd,construction,,china railway group,['construction'],,0
at&t inc,technology and communications,,at&t careers,telecommunications,dallas,0
china state construction engineering corp ltd,construction,,china state construction engineering,"['construction', 'engineering']",,0
volkswagen ag,automotive,,volkswagen,automobile,,0
volkswagen ag,automotive,,volkswagen,car/automobile,,0
walmart inc,retailing,,walmart,retail,,0
software agility limited,62090 - other information technology service activities,,software ag (uk) limited,62020 - information technology consultancy activities,,0
software & sail design limited,62090 - other information technology service activities,,software & motor uk ltd,62090 - other information technology service activities,,0
software and network solutions ltd.,62020 - information technology consultancy activities,,software and management group ltd,62020 - information technology consultancy activities,,0
software automation international ltd,62020 - information technology consultancy activities,,software associates limited,62020 - information technology consultancy activities,,0
software cloud limited,62012 - business and domestic software development,,software cloud consulting ltd,62012 - business and domestic software development,,0
software consulting group limited,62090 - other information technology service activities,,software consulting and development ltd,62020 - information technology consultancy activities,,0
software consultancy solutions ltd,62020 - information technology consultancy activities,,software consultancy service limited,62020 - information technology consultancy activities,,0
software contingency limited,62020 - information technology consultancy activities,,software consulting group limited,62090 - other information technology service activities,,0
software co-operative limited,62012 - business and domestic software development,,software cloud limited,62012 - business and domestic software development,,0
software defined storage limited,62090 - other information technology service activities,,software defined consultancy ltd,62020 - information technology consultancy activities,,0
software design & implementation ltd,62020 - information technology consultancy activities,,software design & consulting limited,62020 - information technology consultancy activities,,0
software design plus ltd,62020 - information technology consultancy activities,,software design ltd,62020 - information technology consultancy activities,,0
software design smart ltd,62020 - information technology consultancy activities,,software design plus ltd,62020 - information technology consultancy activities,,0
software development solutions limited,62012 - business and domestic software development,,software development services ltd,62012 - business and domestic software development,,0
software dialog direct limited,62090 - other information technology service activities,,software devices limited,62020 - information technology consultancy activities,,0
software engineering experts limited,62012 - business and domestic software development,,software engineering consultancy ltd,62012 - business and domestic software development,,0
software enterprises (uk) limited,62012 - business and domestic software development,,software engineering technology ltd,62012 - business and domestic software development,,0
software factory limited(the),62020 - information technology consultancy activities,,software fabrik ltd,62020 - information technology consultancy activities,,0
software focus limited,62020 - information technology consultancy activities,,software focus international ltd,62020 - information technology consultancy activities,,0
software genesis group limited,62012 - business and domestic software development,,software generation ltd,62012 - business and domestic software development,,0
software genie limited,62012 - business and domestic software development,,software genics ltd,62012 - business and domestic software development,,0
software impact limited,62020 - information technology consultancy activities,,software imaging technology limited,62090 - other information technology service activities,,0
software heads limited,62012 - business and domestic software development,,software hatch ltd,62012 - business and domestic software development,,0
software links limited,62012 - business and domestic software development,,software licence consulting ltd,62012 - business and domestic software development,,0
software luminiuos ltd,62012 - business and domestic software development,,software ltd.,62012 - business and domestic software development,,0
software planet group ltd.,62012 - business and domestic software development,,software plan limited,62012 - business and domestic software development,,0
software productions ltd,62012 - business and domestic software development,,software product development global ltd,62012 - business and domestic software development,,0
software primitives limited,62020 - information technology consultancy activities,,software power tools limited,62020 - information technology consultancy activities,,0
software publishing roll limited,58290 - other software publishing,,software projects ltd,58210 - publishing of computer games,,0
software rocks ltd,62012 - business and domestic software development,,software risk limited,62012 - business and domestic software development,,0
software 64 ltd,62012 - business and domestic software development,,software 51 ltd,62012 - business and domestic software development,,0
software solutions and training limited,62012 - business and domestic software development,,software solutions ai limited,62012 - business and domestic software development,,0
software solutions (warwick) ltd,62012 - business and domestic software development,,software solutions (midlands) limited,62012 - business and domestic software development,,0
software space ltd,62012 - business and domestic software development,,software solved limited,62012 - business and domestic software development,,0
software spectrum holdings limited,74990 - non-trading company,,software spectrum (uk) limited,74990 - non-trading company,,0
software strategy limited,62020 - information technology consultancy activities,,software statements limited,62020 - information technology consultancy activities,,0
software surgery limited,62012 - business and domestic software development,,software surf ltd,62012 - business and domestic software development,,0
software studio ltd,62020 - information technology consultancy activities,,software strategy tools and consulting limited,62020 - information technology consultancy activities,,0
software system support limited,62020 - information technology consultancy activities,,software system global uk ltd,62020 - information technology consultancy activities,,0
software systems europe limited,62012 - business and domestic software development,,software systems developments limited,62012 - business and domestic software development,,0
software systems and services limited,62020 - information technology consultancy activities,,software system support limited,62020 - information technology consultancy activities,,0
food affairs limited,56210 - event catering activities,,food affair (cottingham) limited,56210 - event catering activities,,0
food & drink exporters association limited,82990 - other business support service activities not elsewhere classified,,food & drink devon limited,96090 - other service activities not elsewhere classified,,0
